time,q1_l,q1_r,q2_l,q2_r
9.3,0.13111133054246146,-0.11314349934062158,0.0,0.17076124193974881
9.4,0.12465164214506708,-0.13973903349563527,0.0,0.18272715732388645
9.5,0.12646567399053352,-0.10986746510579819,0.0,0.14082501259354457
9.6,0.132518569874366,-0.11190839505012243,0.0,0.10746968045986292
9.7,0.10253881582420646,-0.12518176777709794,0.0,0.10364936364073472
9.8,0.09577229039981855,-0.10424670333013605,0.0,0.07937956775670114
9.9,0.08869406119789494,-0.08042698611960493,0.0,0.05759601337510413
10.0,0.10218943827885524,-0.05576289448691761,0.0,0.02655673758682672
10.1,0.0908229315087309,-0.05533116547471651,0.0,0.03721677555773612
10.2,0.10626891805026176,-0.05841907019749188,0.0,0.07645239509921388
10.3,0.1042032359358618,-0.035826137657209836,0.0,0.04991433509717987
10.4,0.09013706535148583,-0.011436081849600094,0.0,0.02596865609851078
10.5,0.07491812117285547,-0.008228735236332057,0.0,0.03581122901264492
10.6,0.05660330188041476,-0.025064995875324705,0.0,0.04603212845271976
10.7,0.03859284475546711,-0.06509815272313324,0.0,0.047114585398959255
10.8,0.019332244355609148,-0.062347396512961756,0.0,0.029307796332591493
10.9,-0.00872273262136256,-0.058473211714666566,0.0,0.007967698297196414
11.0,4.988256823366285e-5,-0.042183613084507916,0.0,-0.0025542136276865404
11.1,0.0042993859787913685,-0.045245943962836335,0.0,0.02754530961396957
11.2,0.022588139293722644,-0.026390494702839468,0.0,0.024125953255743054
11.3,0.03550855331955785,-0.013828027128392439,0.0,0.007533693385755185
11.4,0.037870612799941604,-0.03114747104360085,0.0,0.005172554380185231
11.5,0.03006148549372726,-0.021274213122263082,0.0,-0.0044785747305142575
11.6,0.015249083590795267,-0.016981473681603385,0.0,0.011221612318551805
